"value","European Union & Foreign Affairs","Parliamentary Procedures","Environment & Energy","Health & Healthcare","Welfare & Social Housing","Education & Learning","Economy & Financial Services","Standards & Technology","Crime & Justice","Defence & Armed Forces","Immigration & Borders"
"Neil Coyle",0.931558935361217,0.601226993865031,0.824742268041237,0.676056338028169,0.680473372781065,0.692307692307692,0.0825688073394495,0.169491525423729,0.563492063492063,0.153846153846154,0.205479452054795
"Holly Lynch",0.870722433460076,0.601226993865031,0.680412371134021,0.690140845070423,0.680473372781065,0.846153846153846,0.201834862385321,0.186440677966102,0.523809523809524,0.153846153846154,0.136986301369863
"John Cryer",0.836501901140684,0.957055214723926,0.948453608247423,0.943661971830986,0.893491124260355,0.871794871794872,0.385321100917431,0.0508474576271186,0.166666666666667,0.105769230769231,0.10958904109589
"Bill Esterson",0.840304182509506,0.601226993865031,0.814432989690722,0.732394366197183,0.710059171597633,0.743589743589744,0.100917431192661,0.203389830508475,0.46031746031746,0.153846153846154,0.146118721461187
"Dan Jarvis",0.866920152091255,0.723926380368098,0.835051546391753,0.845070422535211,0.911242603550296,0.897435897435897,0.174311926605505,0.0847457627118644,0.333333333333333,0.0961538461538462,0.214611872146119
"Mark Hendrick",0.91254752851711,0.883435582822086,0.701030927835051,0.676056338028169,0.739644970414201,0.641025641025641,0.311926605504587,0.389830508474576,0.333333333333333,0.182692307692308,0.164383561643836
"Olivia Blake",0.653992395437262,0.582822085889571,0.77319587628866,0.605633802816901,0.609467455621302,0.769230769230769,0.284403669724771,0.152542372881356,0.571428571428571,0.153846153846154,0.127853881278539
"Liam Fox",0.250950570342205,0.220858895705521,0.103092783505155,0.323943661971831,0.21301775147929,0.230769230769231,0.807339449541284,0.694915254237288,0.666666666666667,0.788461538461538,0.926940639269406
"Rosena Allin-Khan",0.844106463878327,0.558282208588957,0.731958762886598,0.676056338028169,0.615384615384615,0.794871794871795,0.165137614678899,0.23728813559322,0.563492063492063,0.182692307692308,0.182648401826484
"Barry Sheerman",0.893536121673004,0.834355828220859,0.762886597938144,0.563380281690141,0.763313609467456,0.512820512820513,0.247706422018349,0.254237288135593,0.341269841269841,0.230769230769231,0.164383561643836
"Tulip Siddiq",0.893536121673004,0.613496932515337,0.721649484536082,0.704225352112676,0.656804733727811,0.641025641025641,0.211009174311927,0.135593220338983,0.547619047619048,0.163461538461538,0.114155251141553
"Edward Miliband",0.901140684410646,0.760736196319018,0.804123711340206,0.47887323943662,0.710059171597633,0.794871794871795,0.321100917431193,0.152542372881356,0.531746031746032,0.201923076923077,0.0684931506849315
"Nicholas Brown",0.961977186311787,0.877300613496933,0.762886597938144,0.732394366197183,0.804733727810651,0.692307692307692,0.330275229357798,0.0677966101694915,0.380952380952381,0.221153846153846,0.0273972602739726
"Emma Hardy",0.85171102661597,0.607361963190184,0.793814432989691,0.71830985915493,0.615384615384615,0.743589743589744,0.137614678899083,0.0847457627118644,0.571428571428571,0.153846153846154,0.17351598173516
"Emma Lewell-Buck",0.847908745247148,0.723926380368098,0.783505154639175,0.788732394366197,0.763313609467456,0.769230769230769,0.100917431192661,0.135593220338983,0.555555555555556,0.153846153846154,0.127853881278539
"Debbie Abrahams",0.855513307984791,0.809815950920245,0.845360824742268,0.971830985915493,0.85207100591716,0.666666666666667,0.211009174311927,0.288135593220339,0.26984126984127,0.134615384615385,0.0776255707762557
"Lloyd Russell-Moyle",0.863117870722434,0.613496932515337,0.793814432989691,0.704225352112676,0.633136094674556,0.666666666666667,0.137614678899083,0.135593220338983,0.53968253968254,0.115384615384615,0.0867579908675799
"Patricia Gibson",0.939163498098859,0.631901840490798,0.639175257731959,0.549295774647887,0.597633136094675,0.512820512820513,0.0825688073394495,0.11864406779661,0.436507936507937,0.0865384615384615,0.045662100456621
"Gary Streeter",0.44106463878327,0.171779141104294,0.185567010309278,0.323943661971831,0.0887573964497041,0.256410256410256,0.724770642201835,0.728813559322034,0.626984126984127,0.951923076923077,0.91324200913242
"Fabian Hamilton",0.897338403041825,0.828220858895706,0.783505154639175,0.746478873239437,0.757396449704142,0.769230769230769,0.238532110091743,0.0847457627118644,0.317460317460317,0.153846153846154,0.0821917808219178
"Beth Winter",0.653992395437262,0.570552147239264,0.762886597938144,0.549295774647887,0.597633136094675,0.692307692307692,0.293577981651376,0.271186440677966,0.555555555555556,0.153846153846154,0.0684931506849315
"Vicky Foxcroft",0.863117870722434,0.613496932515337,0.824742268041237,0.732394366197183,0.70414201183432,0.769230769230769,0.146788990825688,0.101694915254237,0.531746031746032,0.0961538461538462,0.045662100456621
"Mick Whitley",0.638783269961977,0.539877300613497,0.752577319587629,0.591549295774648,0.609467455621302,0.743589743589744,0.321100917431193,0.355932203389831,0.531746031746032,0.153846153846154,0.091324200913242
"Grahame Morris",0.832699619771863,0.96319018404908,0.917525773195876,0.957746478873239,0.893491124260355,0.743589743589744,0.256880733944954,0.11864406779661,0.238095238095238,0.105769230769231,0.0410958904109589
"Alex Sobel",0.844106463878327,0.619631901840491,0.721649484536082,0.732394366197183,0.627218934911243,0.692307692307692,0.201834862385321,0.11864406779661,0.452380952380952,0.144230769230769,0.0730593607305936
"Stephen Timms",0.992395437262357,0.895705521472393,0.845360824742268,0.676056338028169,0.846153846153846,1,0.311926605504587,0.11864406779661,0.412698412698413,0.211538461538462,0.0091324200913242
"Karen Buck",0.96958174904943,0.914110429447853,0.793814432989691,0.71830985915493,0.78698224852071,0.769230769230769,0.201834862385321,0.169491525423729,0.333333333333333,0.230769230769231,0.0410958904109589
"Chris Bryant",0.927756653992395,0.607361963190184,0.814432989690722,0.676056338028169,0.692307692307692,0.717948717948718,0.0825688073394495,0.101694915254237,0.619047619047619,0.115384615384615,0.178082191780822
"Barry Gardiner",0.939163498098859,0.834355828220859,0.876288659793814,0.732394366197183,0.745562130177515,0.692307692307692,0.293577981651376,0.186440677966102,0.436507936507937,0.125,0.237442922374429
"Damian Collins",0.20532319391635,0.0368098159509202,0.0515463917525773,0.169014084507042,0.0236686390532544,0.0512820512820513,0.660550458715596,0.847457627118644,0.849206349206349,0.932692307692308,0.972602739726027
"Chi Onwurah",0.889733840304182,0.625766871165644,0.845360824742268,0.704225352112676,0.698224852071006,0.871794871794872,0.100917431192661,0.101694915254237,0.5,0.144230769230769,0.0547945205479452
"Virendra Sharma",0.973384030418251,0.938650306748466,0.88659793814433,0.859154929577465,0.715976331360947,0.564102564102564,0.321100917431193,0.101694915254237,0.261904761904762,0.192307692307692,0.127853881278539
"Ben Lake",0.889733840304182,0.631901840490798,0.742268041237113,0.647887323943662,0.591715976331361,0.564102564102564,0.128440366972477,0.101694915254237,0.5,0.0865384615384615,0.0639269406392694
"Anna McMorrin",0.855513307984791,0.607361963190184,0.762886597938144,0.676056338028169,0.627218934911243,0.717948717948718,0.165137614678899,0.203389830508475,0.579365079365079,0.144230769230769,0.146118721461187
"Ashley Dalton",0.55893536121673,0.521472392638037,0.505154639175258,0.492957746478873,0.526627218934911,0.564102564102564,0.440366972477064,0.406779661016949,0.484126984126984,0.471153846153846,0.296803652968037
"Preet Kaur Gill",0.813688212927757,0.613496932515337,0.762886597938144,0.704225352112676,0.627218934911243,0.743589743589744,0.137614678899083,0.152542372881356,0.492063492063492,0.144230769230769,0.159817351598174
"Toby Perkins",0.866920152091255,0.969325153374233,0.938144329896907,0.929577464788732,0.869822485207101,1,0.174311926605505,0.152542372881356,0.277777777777778,0.0865384615384615,0.0410958904109589
"Angus Brendan MacNeil",0.885931558935361,0.56441717791411,0.587628865979381,0.47887323943662,0.57396449704142,0.512820512820513,0.137614678899083,0.169491525423729,0.388888888888889,0.0769230769230769,0.155251141552511
"Julie Elliott",0.855513307984791,0.613496932515337,0.783505154639175,0.619718309859155,0.70414201183432,0.769230769230769,0.146788990825688,0.186440677966102,0.476190476190476,0.163461538461538,0.159817351598174
"Ian Mearns",0.85171102661597,0.950920245398773,0.938144329896907,0.929577464788732,0.887573964497041,0.871794871794872,0.201834862385321,0.0847457627118644,0.158730158730159,0.0961538461538462,0.0684931506849315
"Mark Fletcher",0.406844106463878,0.484662576687117,0.216494845360825,0.323943661971831,0.372781065088757,0.358974358974359,0.678899082568807,0.593220338983051,0.380952380952381,0.846153846153846,0.885844748858447
"Christina Rees",0.855513307984791,0.570552147239264,0.814432989690722,0.661971830985915,0.680473372781065,0.717948717948718,0.174311926605505,0.254237288135593,0.492063492063492,0.125,0.0502283105022831
"Cat Smith",0.878326996197719,0.601226993865031,0.783505154639175,0.732394366197183,0.715976331360947,0.769230769230769,0.238532110091743,0.135593220338983,0.563492063492063,0.134615384615385,0.045662100456621
"Clive Betts",0.927756653992395,0.926380368098159,0.845360824742268,0.690140845070423,0.85207100591716,0.846153846153846,0.238532110091743,0.101694915254237,0.420634920634921,0.25,0.0502283105022831
"Hannah Bardell",0.942965779467681,0.56441717791411,0.597938144329897,0.507042253521127,0.568047337278107,0.512820512820513,0.238532110091743,0.203389830508475,0.396825396825397,0.105769230769231,0.123287671232877
"Alistair Carmichael",0.958174904942966,0.361963190184049,0.88659793814433,0.591549295774648,0.568047337278107,0.666666666666667,0.0458715596330275,0.152542372881356,0.761904761904762,0.0769230769230769,0.118721461187215
"Jamie Stone",0.866920152091255,0.558282208588957,0.77319587628866,0.647887323943662,0.609467455621302,0.538461538461538,0.18348623853211,0.169491525423729,0.476190476190476,0.134615384615385,0.091324200913242
"Bell Ribeiro-Addy",0.669201520912547,0.576687116564417,0.793814432989691,0.661971830985915,0.621301775147929,0.743589743589744,0.321100917431193,0.288135593220339,0.523809523809524,0.153846153846154,0.0821917808219178
"Liz Twist",0.813688212927757,0.601226993865031,0.556701030927835,0.619718309859155,0.633136094674556,0.641025641025641,0.275229357798165,0.169491525423729,0.571428571428571,0.173076923076923,0.164383561643836
"Jonathan Ashworth",0.874524714828897,0.711656441717791,0.77319587628866,0.957746478873239,0.857988165680473,0.82051282051282,0.0642201834862385,0.169491525423729,0.277777777777778,0.105769230769231,0.0958904109589041
"Andy McDonald",0.85171102661597,0.625766871165644,0.731958762886598,0.633802816901408,0.698224852071006,0.692307692307692,0.100917431192661,0.101694915254237,0.547619047619048,0.105769230769231,0.0684931506849315
"Richard Graham",0.216730038022814,0.049079754601227,0.144329896907216,0.169014084507042,0.029585798816568,0.0512820512820513,0.825688073394495,0.915254237288136,0.738095238095238,0.942307692307692,0.89041095890411
"Andrew Gwynne",0.885931558935361,0.938650306748466,0.721649484536082,0.746478873239437,0.810650887573965,0.666666666666667,0.403669724770642,0.271186440677966,0.325396825396825,0.173076923076923,0.0319634703196347
"Jessica Morden",0.893536121673004,0.914110429447853,0.824742268041237,0.619718309859155,0.727810650887574,0.641025641025641,0.256880733944954,0.338983050847458,0.412698412698413,0.211538461538462,0.0410958904109589
"Tanmanjeet Singh Dhesi",0.859315589353612,0.619631901840491,0.783505154639175,0.704225352112676,0.644970414201183,0.692307692307692,0.146788990825688,0.101694915254237,0.587301587301587,0.144230769230769,0.178082191780822
"Khalid Mahmood",0.866920152091255,0.736196319018405,0.814432989690722,0.577464788732394,0.769230769230769,0.717948717948718,0.238532110091743,0.254237288135593,0.515873015873016,0.201923076923077,0.0776255707762557
"Derek Twigg",0.832699619771863,0.570552147239264,0.731958762886598,0.605633802816901,0.621301775147929,0.615384615384615,0.211009174311927,0.135593220338983,0.595238095238095,0.25,0.292237442922374
"Fleur Anderson",0.642585551330799,0.588957055214724,0.742268041237113,0.690140845070423,0.621301775147929,0.743589743589744,0.321100917431193,0.288135593220339,0.555555555555556,0.173076923076923,0.105022831050228
"Chris Law",0.935361216730038,0.625766871165644,0.56701030927835,0.52112676056338,0.57396449704142,0.487179487179487,0.201834862385321,0.186440677966102,0.444444444444444,0.105769230769231,0.127853881278539
"Helen Morgan",0.600760456273764,0.56441717791411,0.618556701030928,0.549295774647887,0.556213017751479,0.743589743589744,0.431192660550459,0.440677966101695,0.444444444444444,0.432692307692308,0.164383561643836
"Lisa Cameron",0.939163498098859,0.601226993865031,0.639175257731959,0.535211267605634,0.585798816568047,0.512820512820513,0.146788990825688,0.11864406779661,0.476190476190476,0.0865384615384615,0.0502283105022831
"Gavin Newlands",0.935361216730038,0.625766871165644,0.680412371134021,0.52112676056338,0.585798816568047,0.512820512820513,0.0825688073394495,0.135593220338983,0.444444444444444,0.0673076923076923,0.0547945205479452
"John Whittingdale",0.0760456273764259,0.0858895705521472,0.164948453608247,0.352112676056338,0.130177514792899,0.333333333333333,0.669724770642202,0.830508474576271,0.555555555555556,0.923076923076923,0.986301369863014
"Alan Campbell",0.946768060836502,0.895705521472393,0.855670103092783,0.732394366197183,0.834319526627219,0.717948717948718,0.339449541284404,0.220338983050847,0.285714285714286,0.211538461538462,0.0410958904109589
"Dave Doogan",0.642585551330799,0.582822085889571,0.649484536082474,0.52112676056338,0.562130177514793,0.538461538461538,0.348623853211009,0.305084745762712,0.428571428571429,0.192307692307692,0.141552511415525
"Rupa Huq",0.927756653992395,0.613496932515337,0.835051546391753,0.690140845070423,0.733727810650888,0.82051282051282,0.100917431192661,0.0847457627118644,0.515873015873016,0.134615384615385,0.114155251141553
"Alison McGovern",0.904942965779468,0.920245398773006,0.907216494845361,0.929577464788732,0.85207100591716,0.743589743589744,0.293577981651376,0.23728813559322,0.26984126984127,0.144230769230769,0.0684931506849315
"Tommy Sheppard",0.916349809885932,0.582822085889571,0.670103092783505,0.492957746478873,0.579881656804734,0.538461538461538,0.174311926605505,0.169491525423729,0.428571428571429,0.134615384615385,0.0958904109589041
"Nick Thomas-Symonds",0.870722433460076,0.613496932515337,0.814432989690722,0.647887323943662,0.656804733727811,0.794871794871795,0.073394495412844,0.101694915254237,0.555555555555556,0.144230769230769,0.150684931506849
"Jon Cruddas",0.863117870722434,0.613496932515337,0.814432989690722,0.732394366197183,0.715976331360947,0.82051282051282,0.165137614678899,0.135593220338983,0.515873015873016,0.153846153846154,0.045662100456621
"Sarah Champion",0.775665399239544,0.687116564417178,0.876288659793814,0.873239436619718,0.763313609467456,0.82051282051282,0.0642201834862385,0.169491525423729,0.30952380952381,0.0865384615384615,0.0776255707762557
"David Lammy",0.920152091254753,0.828220858895706,0.814432989690722,0.690140845070423,0.739644970414201,0.58974358974359,0.311926605504587,0.355932203389831,0.428571428571429,0.182692307692308,0.292237442922374
"Wayne David",0.935361216730038,0.871165644171779,0.814432989690722,0.591549295774648,0.792899408284024,0.717948717948718,0.330275229357798,0.220338983050847,0.46031746031746,0.221153846153846,0.132420091324201
"Stuart Anderson",0.433460076045627,0.47239263803681,0.288659793814433,0.408450704225352,0.378698224852071,0.435897435897436,0.669724770642202,0.661016949152542,0.333333333333333,0.836538461538462,0.881278538812785
"Mark Harper",0.144486692015209,0.0122699386503067,0.195876288659794,0.295774647887324,0.0946745562130177,0.307692307692308,0.63302752293578,0.796610169491525,0.73015873015873,0.961538461538462,0.981735159817352
"Stephen Morgan",0.859315589353612,0.619631901840491,0.752577319587629,0.690140845070423,0.644970414201183,0.769230769230769,0.137614678899083,0.135593220338983,0.53968253968254,0.134615384615385,0.105022831050228
"Stephen Doughty",0.863117870722434,0.730061349693252,0.907216494845361,0.816901408450704,0.72189349112426,0.871794871794872,0.0642201834862385,0.0677966101694915,0.349206349206349,0.163461538461538,0.127853881278539
"Nick Smith",0.802281368821293,0.957055214723926,0.917525773195876,0.887323943661972,0.85207100591716,0.871794871794872,0.174311926605505,0.101694915254237,0.261904761904762,0.0865384615384615,0.19634703196347
"Catherine West",0.920152091254753,0.631901840490798,0.835051546391753,0.746478873239437,0.70414201183432,0.897435897435897,0.0825688073394495,0.169491525423729,0.53968253968254,0.0769230769230769,0.0593607305936073
"Chris Evans",0.85171102661597,0.969325153374233,0.958762886597938,0.887323943661972,0.887573964497041,0.948717948717949,0.26605504587156,0.0677966101694915,0.253968253968254,0.115384615384615,0.118721461187215
"Jonathan Edwards",0.901140684410646,0.625766871165644,0.783505154639175,0.647887323943662,0.686390532544379,0.538461538461538,0.0825688073394495,0,0.380952380952381,0.0576923076923077,0.159817351598174
"Jess Phillips",0.866920152091255,0.607361963190184,0.752577319587629,0.732394366197183,0.72189349112426,0.717948717948718,0.119266055045872,0.186440677966102,0.571428571428571,0.115384615384615,0.0730593607305936
"Sarah Jones",0.85171102661597,0.619631901840491,0.762886597938144,0.704225352112676,0.621301775147929,0.743589743589744,0.128440366972477,0.135593220338983,0.579365079365079,0.153846153846154,0.114155251141553
"Alex Cunningham",0.863117870722434,1,0.927835051546392,0.887323943661972,0.899408284023669,0.794871794871795,0.220183486238532,0.0847457627118644,0.23015873015873,0.0865384615384615,0.123287671232877
"Pete Wishart",0.942965779467681,0.625766871165644,0.608247422680412,0.535211267605634,0.579881656804734,0.512820512820513,0.119266055045872,0.169491525423729,0.452380952380952,0.0576923076923077,0.100456621004566
"Louie French",0.448669201520913,0.484662576687117,0.422680412371134,0.47887323943662,0.42603550295858,0.256410256410256,0.559633027522936,0.423728813559322,0.452380952380952,0.548076923076923,0.885844748858447
"Kenny MacAskill",0.612167300380228,0.576687116564417,0.711340206185567,0.563380281690141,0.520710059171598,0.512820512820513,0.394495412844037,0.288135593220339,0.444444444444444,0.221153846153846,0.228310502283105
"Stephen Flynn",0.673003802281369,0.576687116564417,0.65979381443299,0.535211267605634,0.556213017751479,0.512820512820513,0.311926605504587,0.23728813559322,0.468253968253968,0.153846153846154,0.091324200913242
"Rachel Reeves",0.832699619771863,0.871165644171779,0.814432989690722,0.816901408450704,0.846153846153846,0.743589743589744,0.321100917431193,0.23728813559322,0.380952380952381,0.105769230769231,0.10958904109589
"Stephanie Peacock",0.85171102661597,0.570552147239264,0.670103092783505,0.690140845070423,0.615384615384615,0.717948717948718,0.165137614678899,0.152542372881356,0.579365079365079,0.192307692307692,0.232876712328767
"Wendy Chamberlain",0.657794676806084,0.570552147239264,0.814432989690722,0.661971830985915,0.615384615384615,0.641025641025641,0.36697247706422,0.186440677966102,0.444444444444444,0.153846153846154,0.159817351598174
"Anneliese Dodds",0.855513307984791,0.595092024539877,0.742268041237113,0.732394366197183,0.63905325443787,0.743589743589744,0.174311926605505,0.11864406779661,0.547619047619048,0.153846153846154,0.0593607305936073
"James Murray",0.653992395437262,0.582822085889571,0.752577319587629,0.605633802816901,0.603550295857988,0.717948717948718,0.293577981651376,0.23728813559322,0.547619047619048,0.192307692307692,0.10958904109589
"Sarah Dyke",0.543726235741445,0.515337423312883,0.505154639175258,0.492957746478873,0.502958579881657,0.538461538461538,0.504587155963303,0.423728813559322,0.507936507936508,0.490384615384615,0.502283105022831
"Pat McFadden",0.878326996197719,0.631901840490798,0.814432989690722,0.71830985915493,0.710059171597633,0.846153846153846,0.137614678899083,0.135593220338983,0.579365079365079,0.134615384615385,0.100456621004566
"Kevan Jones",0.889733840304182,0.889570552147239,0.752577319587629,0.605633802816901,0.834319526627219,0.743589743589744,0.284403669724771,0.11864406779661,0.365079365079365,0.278846153846154,0.26027397260274
"Robert Goodwill",0.144486692015209,0.116564417177914,0.175257731958763,0.352112676056338,0.0650887573964497,0.205128205128205,0.697247706422018,0.677966101694915,0.682539682539683,0.942307692307692,0.894977168949772
"Imran Hussain",0.885931558935361,0.595092024539877,0.793814432989691,0.661971830985915,0.662721893491124,0.769230769230769,0.0275229357798165,0.186440677966102,0.531746031746032,0.0865384615384615,0.0547945205479452
"Richard Burgon",0.897338403041825,0.613496932515337,0.845360824742268,0.71830985915493,0.715976331360947,0.871794871794872,0.0458715596330275,0.135593220338983,0.507936507936508,0.0961538461538462,0.045662100456621
"Kim Leadbeater",0.627376425855513,0.576687116564417,0.649484536082474,0.619718309859155,0.579881656804734,0.743589743589744,0.431192660550459,0.355932203389831,0.531746031746032,0.413461538461538,0.155251141552511
"Ruth Jones",0.638783269961977,0.607361963190184,0.783505154639175,0.661971830985915,0.591715976331361,0.615384615384615,0.330275229357798,0.203389830508475,0.507936507936508,0.211538461538462,0.0958904109589041
"Taiwo Owatemi",0.631178707224335,0.588957055214724,0.721649484536082,0.633802816901408,0.597633136094675,0.564102564102564,0.247706422018349,0.271186440677966,0.547619047619048,0.192307692307692,0.219178082191781
"Liz Kendall",0.897338403041825,0.607361963190184,0.793814432989691,0.71830985915493,0.692307692307692,0.82051282051282,0.0642201834862385,0.220338983050847,0.611111111111111,0.211538461538462,0.132420091324201
"Angela Eagle",0.935361216730038,0.846625766871166,0.855670103092783,0.605633802816901,0.804733727810651,0.666666666666667,0.330275229357798,0.220338983050847,0.349206349206349,0.259615384615385,0.0182648401826484
"Angela Rayner",0.855513307984791,0.607361963190184,0.742268041237113,0.746478873239437,0.680473372781065,0.846153846153846,0.155963302752294,0.11864406779661,0.468253968253968,0.125,0.136986301369863
"Jo Stevens",0.91254752851711,0.595092024539877,0.835051546391753,0.661971830985915,0.715976331360947,0.846153846153846,0.100917431192661,0.11864406779661,0.547619047619048,0.134615384615385,0.10958904109589
"Tahir Ali",0.653992395437262,0.552147239263804,0.752577319587629,0.605633802816901,0.615384615384615,0.692307692307692,0.256880733944954,0.254237288135593,0.555555555555556,0.192307692307692,0.0821917808219178
"David Evennett",0.136882129277567,0.0368098159509202,0.278350515463918,0.28169014084507,0.106508875739645,0.179487179487179,0.770642201834862,0.745762711864407,0.674603174603175,0.951923076923077,0.990867579908676
"Lucy Powell",0.840304182509506,0.644171779141104,0.762886597938144,0.802816901408451,0.739644970414201,0.769230769230769,0.0458715596330275,0.220338983050847,0.492063492063492,0.182692307692308,0.168949771689498
"Mohammad Yasin",0.85171102661597,0.607361963190184,0.762886597938144,0.71830985915493,0.633136094674556,0.666666666666667,0.137614678899083,0.135593220338983,0.547619047619048,0.144230769230769,0.0639269406392694
"Hilary Benn",0.927756653992395,0.950920245398773,0.896907216494845,0.690140845070423,0.840236686390533,0.743589743589744,0.339449541284404,0.220338983050847,0.349206349206349,0.144230769230769,0.0091324200913242
"Joanna Cherry",0.946768060836502,0.631901840490798,0.690721649484536,0.535211267605634,0.579881656804734,0.487179487179487,0.100917431192661,0.169491525423729,0.452380952380952,0.0769230769230769,0.105022831050228
"Liam Byrne",0.916349809885932,0.846625766871166,0.835051546391753,0.422535211267606,0.810650887573965,0.692307692307692,0.275229357798165,0.23728813559322,0.5,0.240384615384615,0.0730593607305936
"Margaret Greenwood",0.878326996197719,0.619631901840491,0.711340206185567,0.71830985915493,0.727810650887574,0.871794871794872,0.0642201834862385,0.0169491525423729,0.507936507936508,0.0865384615384615,0.155251141552511
"Clive Efford",0.935361216730038,0.938650306748466,0.907216494845361,0.704225352112676,0.804733727810651,0.871794871794872,0.247706422018349,0.203389830508475,0.476190476190476,0.163461538461538,0.0228310502283105
"Barbara Keeley",0.844106463878327,0.865030674846626,0.711340206185567,0.76056338028169,0.775147928994083,0.461538461538462,0.339449541284404,0.288135593220339,0.412698412698413,0.221153846153846,0.127853881278539
"Jim McMahon",0.859315589353612,0.582822085889571,0.783505154639175,0.676056338028169,0.680473372781065,0.743589743589744,0.110091743119266,0.23728813559322,0.436507936507937,0.163461538461538,0.0958904109589041
"George Howarth",0.844106463878327,0.877300613496933,0.701030927835051,0.591549295774648,0.834319526627219,0.794871794871795,0.568807339449541,0.169491525423729,0.492063492063492,0.259615384615385,0.100456621004566
"Nadhim Zahawi",0.254752851711027,0.0797546012269939,0.216494845360825,0.0985915492957746,0.0532544378698225,0.179487179487179,0.678899082568807,0.796610169491525,0.80952380952381,1,0.904109589041096
"Ruth Cadbury",0.889733840304182,0.619631901840491,0.804123711340206,0.704225352112676,0.686390532544379,0.743589743589744,0.110091743119266,0.11864406779661,0.531746031746032,0.144230769230769,0.105022831050228
"Jon Trickett",0.935361216730038,0.871165644171779,0.721649484536082,0.535211267605634,0.810650887573965,0.666666666666667,0.357798165137615,0.338983050847458,0.412698412698413,0.201923076923077,0.164383561643836
"Wera Hobhouse",0.855513307984791,0.607361963190184,0.783505154639175,0.690140845070423,0.615384615384615,0.666666666666667,0.18348623853211,0.11864406779661,0.476190476190476,0.105769230769231,0.10958904109589
"Matthew Pennycook",0.885931558935361,0.625766871165644,0.804123711340206,0.732394366197183,0.733727810650888,0.794871794871795,0.0917431192660551,0.0847457627118644,0.523809523809524,0.105769230769231,0.045662100456621
"Caroline Lucas",0.96958174904943,0.907975460122699,1,1,0.93491124260355,0.897435897435897,0.18348623853211,0.0677966101694915,0.166666666666667,0.0576923076923077,0.0273972602739726
"Yvette Cooper",0.88212927756654,0.815950920245399,0.855670103092783,0.661971830985915,0.834319526627219,0.846153846153846,0.229357798165138,0.271186440677966,0.388888888888889,0.211538461538462,0.0182648401826484
"Paulette Hamilton",0.596958174904943,0.539877300613497,0.556701030927835,0.535211267605634,0.538461538461538,0.564102564102564,0.44954128440367,0.440677966101695,0.53968253968254,0.451923076923077,0.168949771689498
"Ben Bradshaw",0.946768060836502,0.625766871165644,0.824742268041237,0.732394366197183,0.692307692307692,0.897435897435897,0.0917431192660551,0.11864406779661,0.515873015873016,0.163461538461538,0.045662100456621
"Claudia Webbe",0.638783269961977,0.570552147239264,0.628865979381443,0.633802816901408,0.585798816568047,0.564102564102564,0.348623853211009,0.288135593220339,0.587301587301587,0.182692307692308,0.0639269406392694
"Kerry McCarthy",0.996197718631179,0.969325153374233,0.88659793814433,0.732394366197183,0.798816568047337,0.692307692307692,0.146788990825688,0.23728813559322,0.349206349206349,0.182692307692308,0.0273972602739726
"Rebecca Pow",0.144486692015209,0.429447852760736,0.175257731958763,0.309859154929577,0.242603550295858,0.128205128205128,0.81651376146789,0.677966101694915,0.373015873015873,0.913461538461538,0.908675799086758
"Hywel Williams",0.954372623574145,0.883435582822086,0.845360824742268,0.845070422535211,0.846153846153846,0.615384615384615,0.229357798165138,0.101694915254237,0,0,0
"Alex Davies-Jones",0.627376425855513,0.588957055214724,0.762886597938144,0.661971830985915,0.603550295857988,0.666666666666667,0.311926605504587,0.322033898305085,0.53968253968254,0.211538461538462,0.0730593607305936
"Clive Lewis",0.904942965779468,0.619631901840491,0.814432989690722,0.71830985915493,0.662721893491124,0.897435897435897,0.119266055045872,0.203389830508475,0.507936507936508,0.163461538461538,0.0639269406392694
"Nadia Whittome",0.64638783269962,0.576687116564417,0.793814432989691,0.690140845070423,0.615384615384615,0.769230769230769,0.348623853211009,0.254237288135593,0.5,0.153846153846154,0.10958904109589
"Ronnie Cowan",0.904942965779468,0.631901840490798,0.65979381443299,0.52112676056338,0.609467455621302,0.487179487179487,0.100917431192661,0.254237288135593,0.404761904761905,0.0576923076923077,0.0593607305936073
"Stella Creasy",0.939163498098859,0.993865030674847,0.917525773195876,0.957746478873239,0.911242603550296,0.974358974358974,0.229357798165138,0.0847457627118644,0.182539682539683,0.0865384615384615,0.0593607305936073
"Meg Hillier",0.935361216730038,0.607361963190184,0.804123711340206,0.676056338028169,0.668639053254438,0.846153846153846,0.119266055045872,0.23728813559322,0.523809523809524,0.153846153846154,0.100456621004566
"Emily Thornberry",0.855513307984791,0.852760736196319,0.917525773195876,0.690140845070423,0.763313609467456,0.974358974358974,0.412844036697248,0.169491525423729,0.436507936507937,0.105769230769231,0.136986301369863
"Gareth Thomas",0.897338403041825,0.907975460122699,0.711340206185567,0.661971830985915,0.840236686390533,0.641025641025641,0.0917431192660551,0.169491525423729,0.333333333333333,0.221153846153846,0.0502283105022831
"Jonathan Reynolds",0.878326996197719,0.938650306748466,0.917525773195876,0.887323943661972,0.840236686390533,0.846153846153846,0.321100917431193,0.169491525423729,0.134920634920635,0.115384615384615,0.168949771689498
"Andrea Leadsom",0.212927756653992,0.0613496932515337,0.0721649484536082,0.126760563380282,0.0650887573964497,0.0512820512820513,0.788990825688073,0.76271186440678,0.777777777777778,0.884615384615385,0.954337899543379
