about,title,date_value,search_url,
104557,"Question put forthwith, pursuant to Standing Order No. 163 (motions to sit in private)",29/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-29&endDate=2010-01-29&searchTerm=Question p&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
104555,"Dementia Services debate, Question put accordingly (Standing Order No. 31(2)), That the original words stand part of the Question",27/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-27&endDate=2010-01-27&searchTerm=Dementia S&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Dementia Services 2010-01-27.txt
104556,"Out-of-Hours Care, Question put (Standing Order No. 31(2)), That the original words stand part of the Question",27/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-27&endDate=2010-01-27&searchTerm=Out-of-Hou&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Out-of-Hours Care 2010-01-27.txt
104550,"Constitutional Reform and Governance Bill (Programme) (No. 4), Motion made, and Question put forthwith (Standing Order No. 83A(7))",26/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-26&endDate=2010-01-26&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill (Programme) (No. 4) 2010-01-26.txt
104551,"Constitutional Reform and Governance Bill Question put, That the clause 29 stand part of the Bill, Sitting in Committe",26/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-26&endDate=2010-01-26&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and  Governance Bill 2010-01-26.txt
104552,"Constitutional Reform and Governance Bill, Question put, That the amendment 92 and 93 be made, Sitting in Committe",26/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-26&endDate=2010-01-26&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and  Governance Bill 2010-01-26.txt
104553,"Constitutional Reform and Governance Bill, Question put that amendment 94 be made, Sitting in Committe",26/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-26&endDate=2010-01-26&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and  Governance Bill 2010-01-26.txt
104554,"Constitutional Reform and Governance Bill Question put, That the clause 32  stand part of the Bill, Sitting in Committe",26/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-26&endDate=2010-01-26&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and  Governance Bill 2010-01-26.txt
104548,"Financial Services Bill, Deputy Speaker put forthwith Questions necessary for the disposal of the business to be concluded at that time (Standing Order No. 83E). Question put, That the New Clause 14 be added to the Bill",25/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-25&endDate=2010-01-25&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2010-01-25.txt
104549,"Financial Services Bill, Amendment proposed: 3, in page 1, line 3, leave out clause 1 Question put, That the amendment be made",25/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-25&endDate=2010-01-25&searchTerm=Financial &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Financial Services Bill 2010-01-25.txt
104546,"Bournmouth Borough Bill [Lords] and Manchester City Council Bill [Lords] move the closure (Standing Order No. 36), Question put forthwith, That the Question be now put",21/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-21&endDate=2010-01-21&searchTerm=Bournmouth&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
104547,"Bournemouth Borough Council Bill [Lords] amendments 2, 3, 7 to 31 and 74 and Manchester City Council Bill [Lords] amd 2 to 26, 28 to 34 and 37 be made",21/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-21&endDate=2010-01-21&searchTerm=Bournemout&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
104539,"Adjournment (February) That this House, at its rising on Wednesday 10 February 2010, do adjourn till Monday 22 February 2010",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Adjournmen&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
104540,"Fiscal Responsibility Bill, Question put, That Clause 1 Stand part of the bill, Sitting in Committe",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-20.txt
104541,"Fiscal Responsibility Bill, being after 6pm, Chair put Questions necessary to bring to a conclusion proceedings in Committee (Order, 5 Jan). Question put, That New Clause NC1 be added to the Bill, Sitting in Committee",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-20.txt
104542,"Fiscal Responsibility Bill, Question put, That the clause stand part of the Bill, Sitting in Committee",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-20.txt
104543,"Fiscal Responsibility Bill, Question put, That the clause 1 be added to the Bill, Sitting in Committee",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-20.txt
104545,"Fiscal Responsibility Bill, Debate interrupted (Programme Order, 10 January), The Deputy Speaker put forthwith the Question already proposed from the Chair (Standing Order No. 83E), That the Bill be now read the Third time",20/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-20&endDate=2010-01-20&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-20.txt
104534,"Constitutional Reform and Governance Bill (Programme) (No. 3), Three quarters of an hour having elapsed since the commencement of proceedings on the motion, the Deputy Speaker put the Question (Standing Order No. 83A (9)",19/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-19&endDate=2010-01-19&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill 2010-01-19.txt
104535,"Constitutional Reform and Governance Bill, Question put that amendment 1 be made, Sitting in Committee",19/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-19&endDate=2010-01-19&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill 2010-01-19.txt
104536,"Constitutional Reform and Governance Bill, It being after 10.00 pm, the Chair put Questions necessary to bring to a conclusion proceedings, question put that amend 125 to 128 be made & New Clause 68, Sitting in Committee",19/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-19&endDate=2010-01-19&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill 2010-01-19.txt
104537,"Constitutional Reform and Governance Bill, question put that amemdment 116 and new clause 59 be made, Sitting in Committee",19/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-19&endDate=2010-01-19&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill 2010-01-19.txt
104538,"Constitutional Reform and Governance Bill, Question put , That the schedule, as amended, be the Fifth schedule to the Bill, Sitting in Committee",19/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-19&endDate=2010-01-19&searchTerm=Constituti&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Constitutional Reform and Governance Bill 2010-01-19.txt
104533,"Crime and security Bill, Question put, That the Bill be now read a Second time",18/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-18&endDate=2010-01-18&searchTerm=Crime and &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Crime and Security Bill 2010-01-18.txt
104531,"Canterbury City Council Bill, Motion made and Question put, That the Bill be now read the third time",14/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-14&endDate=2010-01-14&searchTerm=Canterbury&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Canterbury City Council Bill 2010-01-14.txt
104532,"Nottingham City Council Bill, Motion made and Question put, That the Bill be now read the third time",14/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-14&endDate=2010-01-14&searchTerm=Nottingham&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Nottingham City Council Bill 2010-01-14.txt
104528,"Veterans' Welfare, Question put, That the original words stand part of the Question (Standing Order No. 31(2))",13/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-13&endDate=2010-01-13&searchTerm=Veterans' &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,
104529,"Energy Security, Question put, That the original words stand part of the Question (Standing Order No. 31(2))",13/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-13&endDate=2010-01-13&searchTerm=Energy Sec&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy Security 2010-01-13.txt
104530,"Energy Security, Question, That the proposed words be there added, put forthwith (Standing Order No. 31)",13/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-13&endDate=2010-01-13&searchTerm=Energy Sec&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Energy Security 2010-01-13.txt
104525,"Personal Care at Home Bill, Question put, That the amendment 31 be made. Sitting in Committe",12/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-12&endDate=2010-01-12&searchTerm=Personal C&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Personal Care at Home Bill 2010-01-12.txt
104526,"Personal Care at Home Bill, Question put, That the amendment 18 be made. Sitting in Committe",12/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-12&endDate=2010-01-12&searchTerm=Personal C&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Personal Care at Home Bill 2010-01-12.txt
104527,"Personal Care at Home Bill, Question put, That the amendment 42 be made. Sitting in Committe",12/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-12&endDate=2010-01-12&searchTerm=Personal C&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Personal Care at Home Bill 2010-01-12.txt
104522,"Children, Schools and Families Bill, Question put, That the amendment be made",11/01/2010,"https://hansard.parliament.uk/search/Divisions?startDate=2010-01-11&endDate=2010-01-11&searchTerm=Children, &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1","Children, Schools and Families Bill 2010-01-11.txt"
104523,"Children, Schools and Families Bill, Question put forthwith (Standing Order No. 62(2)), That the Bill be now read a Second time. Sitting in Committe",11/01/2010,"https://hansard.parliament.uk/search/Divisions?startDate=2010-01-11&endDate=2010-01-11&searchTerm=Children, &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1","Children, Schools and Families Bill 2010-01-11.txt"
104524,"Children, Schools and Families Bill (Programme), Motion made, and Question put forthwith (Standing Order No. 83A(7))",11/01/2010,"https://hansard.parliament.uk/search/Divisions?startDate=2010-01-11&endDate=2010-01-11&searchTerm=Children, &house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1","Children, Schools and Families Bill 2010-01-11.txt"
104521,"Sittings of the House, Question put, That the amendment be made",06/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-06&endDate=2010-01-06&searchTerm=Sittings o&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Sittings of the House 2010-01-06.txt
104517,"Fiscal Responsibility Bill, Question put, That the amendment be made",05/01/2010,https://hansard.parliament.uk/search/Divisions?startDate=2010-01-05&endDate=2010-01-05&searchTerm=Fiscal Res&house=Commons&includeCommitteeDivisions=False&partial=False&sortOrder=1,Fiscal Responsibility Bill 2010-01-05.txt
